nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link
Rumah 2 lantai akses strategis harga murah bisa KPR dan cash,3,3,110,1400000000,22580645,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-akses-strategis-harga-murah-bisa-kpr-dan-cash-oleh-popy-18826040
Rumah Di BSD Serpong Tanpa DP Furnished 4 Kamar Tidur Cicilan 9 Jt An,0,4,81,1400000000,23333333,"BSD SERPONG TANGERANG, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-bsd-serpong-tanpa-dp-furnished-4-kamar-tidur-cicilan-9-jt-an-oleh-stephen-lim-18707708
"Rumah Siap Huni 3 Kamar Tidur Sertifikat SHM, Jakarta Selatan",2,3,88,1399000000,19430556,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-3-kamar-tidur-sertifikat-shm-jakarta-selatan-oleh-david-sapto-dwiputro-17734317
RUMAH READY PINGGIR JL. RAYA 10MNIT KE MRT L. BULUS ( crnd ),3,3,100,1399000000,19985714,"jl. cirendeu raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-ready-pinggir-jl-raya-10mnit-ke-mrt-l-bulus-crnd-oleh-rabiatul-adewiyah-17930771
Rumah Mewah Di Jakarta Selatan,1,3,73,1397000000,22532258,"Jakarta selatan, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-jakarta-selatan-oleh-rahmi-18629860
"Hunian nyaman murah dikelasnya, dan strategis diarea selatan jakarta deket MRT 5 menit ke tol andara",2,3,87,1397000000,19957143,"Jatiloka residence, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-nyaman-murah-dikelasnya-dan-strategis-diarea-selatan-jakarta-deket-mrt-5-menit-ke-tol-andara-oleh-haries-eko-winarno-17084726
Rumah Pilihan Milenial Dekat Cilandak Square Jakarta Selatan,2,3,73,1397000000,22532258,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pilihan-milenial-dekat-cilandak-square-jakarta-selatan-oleh-ratih-18104104
Rumah Exclusive 2 Lantai gaya kekinian dekat Tol Andara,2,3,73,1397000000,22532258,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-exclusive-2-lantai-gaya-kekinian-dekat-tol-andara-oleh-fatma-mutia-17807883
Rumah Pilihan Milenial  Dekat Cilandak Square Jakarta Selatan,2,3,73,1397000000,22532258,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pilihan-milenial-dekat-cilandak-square-jakarta-selatan-oleh-rahmi-18778997
Cluster Milenial Di Cinere,2,2,73,1397000000,22532258,"Cinere, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-milenial-di-cinere-oleh-rahmi-18654841
Hunian Mewah Dengan Pondasi Bata Merah,2,2,73,1397000000,22532258,"Cinere Golf Pangkalan Jati, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-dengan-pondasi-bata-merah-oleh-rahmi-18679885
Rumah Keren Dengan Lokasi Keren,2,3,73,1397000000,22532258,"Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-keren-dengan-lokasi-keren-oleh-rahmi-18716218
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18606885
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18734200
"3 Bedrooms Rumah Pondok Labu, Jakarta Selatan, DKI Jakarta",2,3,73,1397000000,22532258,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-labu-jakarta-selatan-dki-jakarta-oleh-budiman-18320449
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18734086
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18736457
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18608185
Hunian Asri 2 Lantai Nyaman Dekat Tol Andara Di Pondok Labu Jaksel,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-asri-2-lantai-nyaman-dekat-tol-andara-di-pondok-labu-jaksel-oleh-budiman-18296243
Rumah Milenial Dengan Harga Irit,2,3,73,1397000000,22532258,"golf pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-milenial-dengan-harga-irit-oleh-rahmi-18742065
Rumah Pilihan Milenial Lokasi Strategis Dekat Golf Pangkalan Jati,2,3,73,1397000000,22532258,"jakarta selatan, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pilihan-milenial-lokasi-strategis-dekat-golf-pangkalan-jati-oleh-rahmi-18764123
Hunian Strategis Dekat Kampus Ternama,2,3,73,1397000000,22532258,"pangkalan jati, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-strategis-dekat-kampus-ternama-oleh-rahmi-18767377
Rumah Exclusive 2 Lantai di Jakarta Selatan,2,3,73,1397000000,23283333,"Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-exclusive-2-lantai-di-jakarta-selatan-oleh-fatma-mutia-17723796
Cantik Rumah Milenials Dengan Desain Keren,2,3,73,1397000000,23283333,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cantik-rumah-milenials-dengan-desain-keren-oleh-rahmi-18912578
Hunian Mewah Pilihan Milenial Dengan Interior Yang Keren,2,3,73,1397000000,23283333,"pangkalan jati, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-pilihan-milenial-dengan-interior-yang-keren-oleh-rahmi-18799233
Mewah Rumah Milenials Dekat Ragunan,2,3,73,1397000000,23283333,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mewah-rumah-milenials-dekat-ragunan-oleh-rahmi-18903189
Rumah Murah Dan Mewah Pilihan Milenials Dekat Tol Andara,2,3,73,1397000000,23283333,"pangkalan jati, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dan-mewah-pilihan-milenials-dekat-tol-andara-oleh-rahmi-18888744
Rumah Asri Dan Exclusive Dengan Desain Keren,2,3,73,1397000000,23283333,"pangkalan jati, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-asri-dan-exclusive-dengan-desain-keren-oleh-rahmi-18799196
Hunian Mewah Dengan Pondasi Bata Merah,2,3,73,1397000000,23283333,"pangkalan jati, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-dengan-pondasi-bata-merah-oleh-rahmi-18816258
Hunian Cantik Dengan Free AC 2 Unit,2,3,73,1397000000,23283333,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-cantik-dengan-free-ac-2-unit-oleh-rahmi-18868629
Rumah di Bintaro,2,3,90,1380000000,14838710,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-bintaro-oleh-muhammad-saefullah-18144896
Rumah 2 Lantai di Bintaro,2,3,90,1380000000,15164835,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-bintaro-oleh-muhammad-saefullah-17894570
mutiara matoa residence 2,2,3,84,1375500000,18340000,"M.kahfi 1,jalan aselih raya no.78,jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mutiara-matoa-residence-2-oleh-silvia-16593609
Rumah Cluster Baru di Gandaria Raya Jagakarsa Jakarta Selatan,2,4,130,1375000000,18333333,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cluster-baru-di-gandaria-raya-jagakarsa-jakarta-selatan-oleh-dewi-komalasari-18847702
"Jagakarsa, Jakarta Selatan",3,4,131,1375000000,18333333,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-jakarta-selatan-oleh-dewi-komalasari-18863772
Kemiri loka,2,3,76,1371000000,13057143,"Jl. Kemiri raya, Pondok Cabe, Tangsel, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemiri-loka-oleh-dede-sulaeman-18906473
Rumah Nuansa Asri 2 Lantai Bebas Banjir di Pangkalan Jati Jakarta Selatan,2,3,73,1370000000,22833333,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nuansa-asri-2-lantai-bebas-banjir-di-pangkalan-jati-jakarta-selatan-oleh-sahlani-17123653
Jagakarsa,4,4,120,1370000000,13979592,"Mochamad Kahfi tanah baru tugu, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-iko-18935791
NEW CLUSTER 42 UNIT RAW 6 METER NEMPEL JAKARTA SELATAN,4,4,120,1370000000,13979592,"Tanah baru, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-cluster-42-unit-raw-6-meter-nempel-jakarta-selatan-oleh-allan-dody-18247216
"Rumah indent ciganjur, jl. Panjang, jakarta selatan",3,3,120,1360000000,16190476,"Jl. Panjang, ciganjur jakarta selatan, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-indent-ciganjur-jl-panjang-jakarta-selatan-oleh-aziz-faeyza-18303434
Fortunia Residences,3,4,71,1354000000,22566667,". Jl. Raya Southcity Utara Lot 5 No. 12, Pondok Cabe, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-fortunia-residences-oleh-satrio-18942208
Rumah Cantik 2 lantai siap huni Graha raya bintaro,2,3,71,1350000000,19285714,"Graha Raya Bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-2-lantai-siap-huni-graha-raya-bintaro-oleh-glodia-18106777
Hunian nyaman dan strategis dekat jalan Raya.,3,3,110,1350000000,13636364,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-nyaman-dan-strategis-dekat-jalan-raya-oleh-moza-17867561
Rumah Modern Clasic Dalam Cluster Akses Dekat Tol TB simatupang,3,3,130,1350000000,15340909,"Jln Moh Kahfi 1 Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-modern-clasic-dalam-cluster-akses-dekat-tol-tb-simatupang-oleh-syarifudin-18711710
Jl. M Kahfi 1 Raisan Cipedak Jagakarsa,3,4,140,1350000000,15697674,". Jl. Raisan Cipedak, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-m-kahfi-1-raisan-cipedak-jagakarsa-oleh-gerry-drajat-18938729
Cluster Baru 2 Lantai Unit Terbatas Sisa 5 Unit di Jagakarsa,3,3,110,1350000000,19285714,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-baru-2-lantai-unit-terbatas-sisa-5-unit-di-jagakarsa-oleh-ronald-ronald-18931292
Hunian Strategis  5 Menit ke MRT LB Bulus,3,3,110,1350000000,19285714,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-strategis-5-menit-ke-mrt-lb-bulus-oleh-ahmad-17305296
Rumah baru siap huni,3,3,110,1350000000,20454545,"jalan sirsak, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-oleh-tarono-18619320
Cluster Desain Bali Tropical,3,3,90,1350000000,20769231,"Sadar Raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-desain-bali-tropical-oleh-burhan-18342213
"Murah, keereen, cuma 7 menit ke mrt",3,3,90,1350000000,22500000,"cirendeu, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-murah-keereen-cuma-7-menit-ke-mrt-oleh-sabikha-17884299
Dijual rumah unit terakhir dlm culster degn harga spesial,3,4,140,1325000000,15406977,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-unit-terakhir-dlm-culster-degn-harga-spesial-oleh-rizal-hermawan-18879163
"Promo Bebas Merdeka Hanya 1, 3 M an",3,3,90,1325000000,22083333,"Cirendeu, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-promo-bebas-merdeka-hanya-1-3-m-an-oleh-sugiardi-18939485
"Dijual Cepat Rumah Akses Dekat Jalan Utama Jombang, Bintaro Tangerang",2,4,180,1300000000,10317460,"jalan jombang raya, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-akses-dekat-jalan-utama-jombang-bintaro-tangerang-oleh-azhar-17092586
Casa andara,2,3,73,1300000000,16666667,"Jl. Cilobak, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-casa-andara-oleh-untung-harsono-18631832
Jagakarsa,2,3,110,1300000000,20000000,"Jl mesir, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-astri-18366703
Rumah murah dalam cluster asri dan nyaman,3,5,160,1300000000,11504425,"Jalan Gandaria, Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dalam-cluster-asri-dan-nyaman-oleh-yoni-topan-18167685
Rumah Millenial Ga Mahal Ga Beli Yakin Menyesal,3,3,100,1300000000,12871287,"Jl Aselih Kahfi I, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-millenial-ga-mahal-ga-beli-yakin-menyesal-oleh-fathur-18878000
Grand Garden Mesir,3,3,66,1300000000,13000000,"Jl. Sirsak, Gg. H. Mesir, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-grand-garden-mesir-oleh-tri-budiono-18883874
Rumah Baru selangkah ke jagakarsa,3,4,140,1300000000,13402062,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-selangkah-ke-jagakarsa-oleh-iko-18643482
Rumah full Bata merah Dalem cluster Harga nego sampe jadi,3,4,140,1300000000,16250000,"Jl Moh kahfi 1 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-full-bata-merah-dalem-cluster-harga-nego-sampe-jadi-oleh-iko-18347116
Rumah nyaman dan strategis dekat MRT lebak bulus,3,3,100,1300000000,17808219,"Jl.Mekar Baru Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nyaman-dan-strategis-dekat-mrt-lebak-bulus-oleh-moza-17718872
Hunia Milenial 5 menit ke MRT LB Bulus,3,3,110,1300000000,18571429,"Gunung Indah, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunia-milenial-5-menit-ke-mrt-lb-bulus-oleh-ahmad-17354837
"CASHBACK RATUSAN JUTA RUPIAH , terdekat ke mrt ( lb )",3,3,92,1300000000,18571429,"jl.mekar baru raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cashback-ratusan-juta-rupiah-terdekat-ke-mrt-lb-oleh-fauzan-16707127
rumah cantik pinggir jalan raya ( ftmwt ),3,3,90,1300000000,18571429,"jl. cirendeu raya, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-pinggir-jalan-raya-ftmwt-oleh-rabiatul-adewiyah-18460899
Rumah Murah Bagus Dalam cluster,3,3,120,1300000000,19696970,"Jl.sirsak raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-bagus-dalam-cluster-oleh-jaelani-17642902
MINI CLUSTER AKSES STRATEGIS HANYA 8 UNIT,3,3,110,1300000000,20634921,"m kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mini-cluster-akses-strategis-hanya-8-unit-oleh-allan-dody-17593628
"Rumah di Cirendeu 5 Menit Menuju MRT, Pintu Tol Lebak Bulus, Fasilitas KOLAM RENANG, MINI GYM, Mushola",3,3,90,1300000000,21666667,"Cirendeu Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-cirendeu-5-menit-menuju-mrt-pintu-tol-lebak-bulus-fasilitas-kolam-renang-mini-gym-mushola-oleh-endang-sutisna-18902835
Pesona Zinnia | 10 Menit ke MRT Lebak Bulus,3,3,90,1300000000,21666667,"Jl. Gn. Indah VII, Cireundeu, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pesona-zinnia-10-menit-ke-mrt-lebak-bulus-oleh-rizqi-syuhada-18616290
NEW CLUSTER DEKAT JALAN RAYA M KAHFI 1 JAGAKARSA,4,4,140,1300000000,16250000,"M kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-cluster-dekat-jalan-raya-m-kahfi-1-jagakarsa-oleh-allan-dody-17655906
rumah impian dekat dengan mrt L. bulus dan toll ( crndeu ),3,3,100,1299000000,17320000,"jl.mekar baru raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-impian-dekat-dengan-mrt-l-bulus-dan-toll-crndeu-oleh-fauzan-16829669
Runah fre Bpht free ajb dan notaris selangkah ke jagakarsa,3,4,145,1280000000,16000000,"Kahfi2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-runah-fre-bpht-free-ajb-dan-notaris-selangkah-ke-jagakarsa-oleh-iko-18643075
Rumah baru free ajb dan Bphtb ✓free notaris plus Bonus ac2unit,3,3,120,1275000000,15000000,"Curug agung Tanah baru perbatasan Jagakarsa depok, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-free-ajb-dan-bphtb-free-notaris-plus-bonus-ac2unit-oleh-iko-18731100
Rumah free Bphtb Selangkah ke Jagakarsa,3,3,110,1275000000,15000000,"M Kahfi 2 tanah baru, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-free-bphtb-selangkah-ke-jagakarsa-oleh-iko-18731727
Cluster Modern Minimalis Bebas Banjir Di Bintaro,3,3,75,1267500000,21125000,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-modern-minimalis-bebas-banjir-di-bintaro-oleh-saryono-18446771
Jagakarsa,1,2,60,1250000000,12500000,"Jl Moh Kahfi 1, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-ahmad-sofwan-18942240
Rumah 2 Lantai Termuraaahh di Pejaten. Tidak Banjir.,2,4,150,1250000000,12500000,"HUBUNGI : FITRI - WA. 0812.8003.0500, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-termuraaahh-di-pejaten-tidak-banjir-oleh-fitri-hatta-18160397
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18769991
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18770151
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18773033
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Ciputat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18772996
"5 Menit Menuju MRT, Pintu Tol Lebak Bulus. Krisi Harga Turun Habis",2,3,85,1250000000,16447368,"Cirendeu Raya, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-menit-menuju-mrt-pintu-tol-lebak-bulus-krisi-harga-turun-habis-oleh-yahdi-syarif-18769950
"Rumah di Cirendeu 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-cirendeu-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18769820
Rumah unit pojokan semi cluster,3,3,120,1250000000,14705882,"Gandaria Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-unit-pojokan-semi-cluster-oleh-iko-17145324
"10 Menit Ke MRT, DP 0%, DP dicicil 24x, atau Cash Bertahap",3,3,85,1250000000,16447368,"Cirendeu Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-10-menit-ke-mrt-dp-0-dp-dicicil-24x-atau-cash-bertahap-oleh-yahdi-syarif-18238875
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",3,3,85,1250000000,16447368,"Cirendeu Raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-17992076
RUMAH MEWAH DAN STRATEGIS DEKAT KEMANA SAJA (C. D),3,3,100,1250000000,16666667,"JL. Mekar Baru Raya, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dan-strategis-dekat-kemana-saja-c-d-oleh-sultan-rahmatullah-18288426
